8

1	0	0	0	9.399	  0.0023
1	0	1	1	9.4603	0.00026
2	1	0	1	9.85944	0.00052
2	1	1	1	9.89278	0.0004
2	1	1	0	9.8993	0.0008
2	1	2	1	9.91221	0.0004
2	0	0	0	9.999	  0.004
2	0	1	1	10.0233	0.00031
